Deadline;Customer;Order Nr;Date;Product Nr;Name;Order qty;Made qty;Diff
;;;;;;;;
;;;;;;;;
14.7.2021;0001;;;013457;"KANTA 20L ""N"" BIJELA SRUÈKOM";1.680,00;1.680,00;0
;;;;;;;;
;;;;;;;;
14.7.2021;0001;;;017177;ET02075 (Testerturm);1.560,00;1.560,00;0
;;;;;;;;
14.7.2021;0001;;;014321;Kanta 18L-2 ovalna bijela sruèkom;1.131,00;1.131,00;0
;;;;;;;;
;;;;;;;;
14.7.2021;0001;;;017592;Seitenwand (ETW0069,0072,0101);0;0;0
;;;;;;;;
;;;;;;;;
14.7.2021;4467;;;006313;"UNIVERZALNA NOSILJKA""R""";640;640;0
;;;;;;;;
;;;;;;;;
14.7.2021;6107;;;016893;SCHACHT 23,2 MMGLASKLAR;31.680,00;28.070,00;3.610,00
;;;;;;;;
;;;;;;;;
134/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
14.7.2021;6107;;;017831;TIU 0407 - aus PS PCR;2.160,00;0;0
;;;;;;;;
14.7.2021;6107;21-600-001310;;017435;ALVERDE SCHACHT 23,20-Styrolux- KLARSICHTIGMONTIERT-Testerbereichabgesaegt;6.900,00;7.680,00;-780
;;;;;;;;
;;;;;;;;
14.7.2021;6107;21-601-000147;;017559;Schacht 19,2 mm schwarz -REGENERAT;2.171,00;0;0
;;;;;;;;
;;;;;;;;
14.7.2021;6107;21-600-001306;;017092;SCHACHT 23,2 MMGLASKLARMONTIERT-Styrolux;23.150,00;23.150,00;0
;;;;;;;;
;;;;;;;;
14.7.2021;6107;21-601-000147;;016193;TIU SCHACHT 19,20 MMMONTIERT;0;0;0
;;;;;;;;
;;;;;;;;
15.7.2021;2735;;;011966;CIM-POKLOPAC MJENJAÈASS ZELENI LA220001;400;0;0
;;;;;;;;
;;;;;;;;
15.7.2021;6107;21-011-000814;10.6.2021;015431;ETW 0322;1.020,00;1.020,00;0
;;;;;;;;
15.7.2021;6107;21-011-000807;9.6.2021;015412;STIFTEKOCHER OBERTEIL;6.189,00;6.189,00;0
;;;;;;;;
15.7.2021;6107;21-011-000807;9.6.2021;015415;ETW 0312;2.016,00;2.016,00;0
;;;;;;;;
15.7.2021;6107;21-011-000814;10.6.2021;015494;ETW 0323;1.008,00;1.008,00;0
;;;;;;;;
15.7.2021;6107;21-011-000811;9.6.2021;017795;ET02244;1.120,00;1.120,00;0
;;;;;;;;
16.7.2021;0001;;;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;6.400,00;6.400,00;0
;;;;;;;;
;;;;;;;;
16.7.2021;0001;;;013457;"KANTA 20L ""N"" BIJELA SRUÈKOM";1.680,00;1.680,00;0
;;;;;;;;
;;;;;;;;
16.7.2021;0001;;;013458;"POKLOPAC 20L ""N"" BIJELI";10.080,00;10.080,00;0
;;;;;;;;
16.7.2021;0001;;;012554;KANTA 5L BIJELA SRUÈKOM;12.000,00;12.000,00;0
;;;;;;;;
;;;;;;;;
16.7.2021;0001;;;009800;"KANTA 20L ""S"" CRNA BEZRUÈKE";1.440,00;0;0
;;;;;;;;
;;;;;;;;
16.7.2021;4991;21-016-000454;22.7.2021;014417;KANTA 1,2L BIJELA SRUÈKOM  - TISAKMATRIXIL;0;0;0
;;;;;;;;
;;;;;;;;
16.7.2021;4991;21-016-000454;22.7.2021;014907;POKLOPAC 1L/1,2L OKSIDCRVENI;1.200,00;0;0
;;;;;;;;
;;;;;;;;
19.7.2021;0001;;;012453;RUÈKA 3,75L BIJELA;20.000,00;20.000,00;0
;;;;;;;;
19.7.2021;0001;;;010301;"KANTA 20L ""S"" BIJELA SRUÈKOM";2.400,00;2.400,00;0
;;;;;;;;
;;;;;;;;
19.7.2021;0001;;;013457;"KANTA 20L ""N"" BIJELA SRUÈKOM";840;840;0
;;;;;;;;
;;;;;;;;
19.7.2021;0001;;;012435;KOŠARA ZA KOLAÈE 100MM CRVENA;450;450;0
;;;;;;;;
;;;;;;;;
19.7.2021;0336;;;014073;UREDSKA LADICA SIGMAPLAVA;680;680;0
;;;;;;;;
;;;;;;;;
19.7.2021;0336;;;014074;UREDSKA LADICA SIGMACRNA;660;660;0
;;;;;;;;
;;;;;;;;
19.7.2021;0336;;;014076;UREDSKA LADICA SIGMACRVENA;660;660;0
;;;;;;;;
;;;;;;;;
19.7.2021;1290;21-016-000393;17.6.2021;015585;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC - TISAKSILIKATNA ŽBUKA;1.280,00;0;0
;;;;;;;;
;;;;;;;;
19.7.2021;1290;21-016-000393;17.6.2021;015692;KANTA 7L BIJELA SRUÈKOM + BIJELIPOKLOPAC - TISAKMKG.OB.;1.200,00;1.200,00;0
;;;;;;;;
;;;;;;;;
19.7.2021;1290;21-016-000393;17.6.2021;015644;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC - TISAKSILIKONSKA ŽBUKA;960;0;0
;;;;;;;;
;;;;;;;;
19.7.2021;1290;21-016-000393;17.6.2021;015493;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC - TISAKTERAKRIL;3.200,00;3.200,00;0
;;;;;;;;
;;;;;;;;
19.7.2021;1290;21-016-000393;17.6.2021;015424;KANTA 1L BIJELA SRUÈKOM + BIJELIPOKLOPAC - TISAKUNIVERZALKONCENTRATGRUND;1.200,00;1.200,00;0
;;;;;;;;
;;;;;;;;
19.7.2021;1290;21-016-000393;17.6.2021;015659;KANTA 18L-1 OVALNABIJELA S RUÈKOM + BIJELIPOKLOPAC - TISAKTERAKRIL UNI Z;1.280,00;1.280,00;0
;;;;;;;;
;;;;;;;;
135/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
19.7.2021;1290;21-016-000393;17.6.2021;015691;KANTA 1L BIJELA SRUÈKOM + BIJELIPOKLOPAC - TISAKTERATON V.;1.200,00;1.200,00;0
;;;;;;;;
;;;;;;;;
19.7.2021;5621;;;015586;UREDSKA LADICAFOROFFICE TRANSPARENTPLAVA;0;0;0
;;;;;;;;
;;;;;;;;
19.7.2021;6107;21-600-001347;;017586;Schuette ohne Zapfen(ETW 0069,0072,0101);7.200,00;7.200,00;0
;;;;;;;;
;;;;;;;;
19.7.2021;6107;21-600-001347;;017592;Seitenwand (ETW0069,0072,0101);4.000,00;0;0
;;;;;;;;
;;;;;;;;
19.7.2021;6107;21-600-001347;;017587;ETW 0069;5.184,00;5.184,00;0
;;;;;;;;
20.7.2021;0001;;;012553;POKLOPAC 5L/6.2L BIJELI;9.600,00;9.600,00;0
;;;;;;;;
20.7.2021;0001;;;007250;"POKLOPAC 20L ""S"" BIJELI";3.840,00;3.840,00;0
;;;;;;;;
20.7.2021;0001;;;012349;KOŠARA ZA KOLAÈE 100MM ŽUTA;450;450;0
;;;;;;;;
;;;;;;;;
20.7.2021;0336;21-016-000407;30.6.2021;015843;UREDSKA LADICA FORNAXTR.ŽUTA;300;300;0
;;;;;;;;
;;;;;;;;
20.7.2021;0336;21-016-000407;30.6.2021;015582;UREDSKA LADICA FOROFFICE PLAVA;1.800,00;1.800,00;0
;;;;;;;;
;;;;;;;;
20.7.2021;0336;21-016-000407;30.6.2021;014062;UREDSKA LADICA FORNAXCRVENA;300;300;0
;;;;;;;;
;;;;;;;;
20.7.2021;0336;21-016-000407;30.6.2021;015588;UREDSKA LADICAFOROFFICE DIMLJENA;900;900;0
;;;;;;;;
;;;;;;;;
20.7.2021;1839;21-016-000437;13.7.2021;013680;"KANTA 20L ""N"" BIJELA BEZRUÈKE - PREHRANA";2.520,00;2.520,00;0
;;;;;;;;
;;;;;;;;
21.7.2021;0001;;;012511;KANTA 3,75L BIJELA SRUÈKOM;1.440,00;1.440,00;0
;;;;;;;;
;;;;;;;;
21.7.2021;0001;;;014248;POKLOPAC 18L-1 BIJELI;19.200,00;19.200,00;0
;;;;;;;;
21.7.2021;0001;;;009798;"KOŠARA500X420X400""R""CRVENA";1.080,00;1.080,00;0
;;;;;;;;
;;;;;;;;
21.7.2021;0197;21-016-000428;8.7.2021;014281;KANTA 18L-1 OVALNABIJELA S RUÈKOM - TISAKFASADER;2.560,00;2.560,00;0
;;;;;;;;
;;;;;;;;
21.7.2021;1244;;;005178;KOŠARA FRANCUZ SIVA;108;108;0
;;;;;;;;
21.7.2021;2480;21-016-000441;14.7.2021;012554;KANTA 5L BIJELA SRUÈKOM;1.800,00;1.800,00;0
;;;;;;;;
;;;;;;;;
21.7.2021;3225;21-016-000438;14.7.2021;012554;KANTA 5L BIJELA SRUÈKOM;2.400,00;2.400,00;0
;;;;;;;;
;;;;;;;;
21.7.2021;6107;;;017832;TIU 0408 - aus PS PCR;0;0;0
;;;;;;;;
22.7.2021;0001;;;005178;KOŠARA FRANCUZ SIVA;108;108;0
;;;;;;;;
22.7.2021;0213;;;014321;Kanta 18L-2 ovalna bijela sruèkom;7.040,00;7.040,00;0
;;;;;;;;
;;;;;;;;
22.7.2021;1244;21-016-000439;14.7.2021;007155;KOŠARA FRANCUZ -TISAK;108;108;0
;;;;;;;;
22.7.2021;1533;;;015432;"KOŠARA FRANCUZ ""O""CRVENA PL. KLARA";540;540;0
;;;;;;;;
;;;;;;;;
22.7.2021;2065;21-602-000088;;013680;"KANTA 20L ""N"" BIJELA BEZRUÈKE - PREHRANA";1.260,00;0;0
;;;;;;;;
;;;;;;;;
22.7.2021;2065;21-602-000088;;014617;"KANTA 20L ""N"" BIJELA BEZRUÈKE - TISAKMEDICINSKI ZARAZNIOTPAD";1.260,00;1.260,00;0
;;;;;;;;
;;;;;;;;
22.7.2021;6107;21-601-000151;;017587;ETW 0069;659;659;0
;;;;;;;;
22.7.2021;6107;21-601-000151;;017592;Seitenwand (ETW0069,0072,0101);659;0;0
;;;;;;;;
;;;;;;;;
22.7.2021;6107;21-601-000151;;017586;Schuette ohne Zapfen(ETW 0069,0072,0101);659;0;0
;;;;;;;;
;;;;;;;;
22.7.2021;6107;;;017592;Seitenwand (ETW0069,0072,0101);700;700;0
;;;;;;;;
;;;;;;;;
22.7.2021;6107;21-601-000152;;016485;ETW 0231;0;0;0
;;;;;;;;
22.7.2021;6107;21-600-001377;;016850;ETW 0293;3.245,00;3.245,00;0
;;;;;;;;
22.7.2021;6107;21-601-000152;;016492;ETW 0231 - SeitenwandRechts (Desni);1.672,00;0;0
;;;;;;;;
;;;;;;;;
22.7.2021;6107;21-600-001377;;016894;PUSHER ETW 0293;3.245,00;0;0
;;;;;;;;
22.7.2021;6107;21-601-000152;;016493;ETW 0231 - Schlitten(Pusher);1.672,00;0;0
;;;;;;;;
;;;;;;;;
22.7.2021;6107;21-601-000152;;016491;ETW 0231 - Links ohne Stift(Lijevi bez štifta);1.672,00;0;0
;;;;;;;;
;;;;;;;;
136/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
23.7.2021;0001;;;012702;KANTA 10L BIJELA SRUÈKOM;4.800,00;2.400,00;2.400,00
;;;;;;;;
;;;;;;;;
23.7.2021;1023;;;013573;KANTA 10L BIJELA SRUÈKOM PODRAVKA;1.100,00;1.100,00;0
;;;;;;;;
;;;;;;;;
23.7.2021;5936;21-016-000449;21.7.2021;016663;KOŠARA FRANCUZ RAL3004-PL.PEKARNA PEÈJAK;108;108;0
;;;;;;;;
;;;;;;;;
23.7.2021;6107;21-600-001391;;016491;ETW 0231 - Links ohne Stift(Lijevi bez štifta);1.000,00;0;0
;;;;;;;;
;;;;;;;;
23.7.2021;6107;21-600-001391;;016493;ETW 0231 - Schlitten(Pusher);3.000,00;3.000,00;0
;;;;;;;;
;;;;;;;;
23.7.2021;6107;21-600-001391;;016752;ETW 0231 - Links mit Stift(lijevi sa štiftom);5.000,00;0;0
;;;;;;;;
;;;;;;;;
23.7.2021;6107;21-600-001391;;016492;ETW 0231 - SeitenwandRechts (Desni);1.000,00;0;0
;;;;;;;;
;;;;;;;;
23.7.2021;6107;21-600-001391;;016750;ETW 0236;1.000,00;1.000,00;0
;;;;;;;;
23.7.2021;6107;;;016752;ETW 0231 - Links mit Stift(lijevi sa štiftom);4.608,00;4.608,00;0
;;;;;;;;
;;;;;;;;
23.7.2021;6107;;;016888;PUSHER 10 PP NATUR;12.000,00;12.000,00;0
;;;;;;;;
23.7.2021;6107;;;016492;ETW 0231 - SeitenwandRechts (Desni);4.500,00;4.500,00;0
;;;;;;;;
;;;;;;;;
26.7.2021;0001;;;012703;POKLOPAC 10L BIJELI;5.450,00;5.450,00;0
;;;;;;;;
26.7.2021;6473;;;014205;KANTA 10L PROZIRNA SRUÈKOM;1.800,00;1.800,00;0
;;;;;;;;
;;;;;;;;
27.7.2021;2100;21-016-000456;26.7.2021;014644;KANTA 10L ZELENA SRUÈKOM (MB 85535) -PERLIS;1.200,00;1.200,00;0
;;;;;;;;
;;;;;;;;
27.7.2021;2100;21-016-000456;26.7.2021;014647;KANTA 10L BEŽ S RUÈKOM- PERLIS;1.102,00;1.200,00;-98
;;;;;;;;
;;;;;;;;
27.7.2021;2100;21-016-000456;26.7.2021;014645;POKLOPAC 10L ZELENIMB(85535);1.100,00;1.800,00;-700
;;;;;;;;
;;;;;;;;
27.7.2021;2100;21-016-000456;26.7.2021;014648;POKLOPAC 10L BEŽ PERLIS;1.800,00;1.800,00;0
;;;;;;;;
27.7.2021;6107;;;016752;ETW 0231 - Links mit Stift(lijevi sa štiftom);768;768;0
;;;;;;;;
;;;;;;;;
27.7.2021;6107;;;017585;Schuette mit Zapfen (ETW0072, 0101);3.072,00;3.072,00;0
;;;;;;;;
;;;;;;;;
28.7.2021;0001;21-016-000451;21.7.2021;013464;"POKLOPAC 20L ""N"" CRVENI";1.680,00;1.680,00;0
;;;;;;;;
30.7.2021;0001;;;014208;RUÈKA 10L PROZIRNA;420;420;0
;;;;;;;;
30.7.2021;0001;;;013088;RUÈKA 10L ZELENAPODRAVKA;1.500,00;1.500,00;0
;;;;;;;;
;;;;;;;;
30.7.2021;6107;;;016199;SCHACHT 23,2MM;2.700,00;2.700,00;0
;;;;;;;;
30.7.2021;6107;;;016888;PUSHER 10 PP NATUR;6.000,00;6.000,00;0
;;;;;;;;
30.7.2021;6107;;;016202;PUSHER 10 PP SCHWARZ,WT-PP-0024;15.000,00;15.011,93;-11,93
;;;;;;;;
;;;;;;;;
30.7.2021;6107;21-601-000156;;017449;Schacht 23,2 mm schwarz -REGENERAT;2.700,00;0;0
;;;;;;;;
;;;;;;;;
30.7.2021;6107;21-601-000156;;016195;TIU SCHACHT 23,20MMMONTIERT;2.700,00;2.700,00;0
;;;;;;;;
;;;;;;;;
30.7.2021;6107;21-601-000155;;016091;PUSHER 17 SCHWARZGROSS;2.000,00;0;0
;;;;;;;;
;;;;;;;;
30.7.2021;6107;21-601-000155;;017312;BODENSCHIENE 160MONT.SCHWARZ PUSHER17 GROSS SCHWARZ;2.000,00;2.000,00;0
;;;;;;;;
;;;;;;;;
30.7.2021;6107;21-601-000153;;017586;Schuette ohne Zapfen(ETW 0069,0072,0101);2.640,00;0;0
;;;;;;;;
;;;;;;;;
30.7.2021;6107;21-601-000154;;017586;Schuette ohne Zapfen(ETW 0069,0072,0101);1.008,00;0;0
;;;;;;;;
;;;;;;;;
30.7.2021;6107;21-601-000153;;017592;Seitenwand (ETW0069,0072,0101);7.000,00;7.000,00;0
;;;;;;;;
;;;;;;;;
30.7.2021;6107;21-601-000154;;017592;Seitenwand (ETW0069,0072,0101);5.000,00;0;0
;;;;;;;;
;;;;;;;;
30.7.2021;6107;21-601-000153;;017596;ETW 0101;0;0;0
;;;;;;;;
30.7.2021;6107;21-601-000154;;017587;ETW 0069;0;0;0
;;;;;;;;
30.7.2021;6107;21-601-000153;;017585;Schuette mit Zapfen (ETW0072, 0101);5.280,00;0;0
;;;;;;;;
;;;;;;;;
30.7.2021;6473;21-016-000455;23.7.2021;014273;POKLOPAC 10L PROZIRNI;1.800,00;1.800,00;0
;;;;;;;;
137/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
1.8.2021;5007;21-016-000430;12.7.2021;017801;KANTA 1L BIJELA BEZRUÈKE - ETIKETAMEDICINSKI ZARAZNIOTPAD;200;200;0
;;;;;;;;
;;;;;;;;
3.8.2021;1023;21-016-000419;6.7.2021;015234;POKLOPAC 10L ŽUTIPODRAVKA;1.100,00;1.100,00;0
;;;;;;;;
;;;;;;;;
3.8.2021;1023;21-016-000419;6.7.2021;013017;POKLOPAC 10L PLAVIPODRAVKA;2.200,00;2.200,00;0
;;;;;;;;
;;;;;;;;
3.8.2021;1023;21-016-000419;6.7.2021;013574;POKLOPAC 10L BIJELIPODRAVKA;1.100,00;1.100,00;0
;;;;;;;;
;;;;;;;;
3.8.2021;6107;21-601-000157;;017586;Schuette ohne Zapfen(ETW 0069,0072,0101);6.336,00;6.336,00;0
;;;;;;;;
;;;;;;;;
3.8.2021;6107;21-601-000157;;017585;Schuette mit Zapfen (ETW0072, 0101);1.020,00;0;0
;;;;;;;;
;;;;;;;;
3.8.2021;6107;21-601-000157;;017592;Seitenwand (ETW0069,0072,0101);1.020,00;0;0
;;;;;;;;
;;;;;;;;
3.8.2021;6107;21-601-000157;;017588;ETW 0072;0;0;0
;;;;;;;;
4.8.2021;0001;;;014797;KANTA 1L BIJELA BEZRUÈKE;4.000,00;4.000,00;0
;;;;;;;;
;;;;;;;;
4.8.2021;0001;;;014893;KANTA 1L PROZIRNA SRUÈKOM;4.000,00;4.000,00;0
;;;;;;;;
;;;;;;;;
4.8.2021;0213;;;012277;POKLOPAC 18L-2  BIJELI;15.360,00;15.360,00;0
;;;;;;;;
10.8.2021;0001;;;013485;"KOŠARA FRANCUZ ""O""CRVENA";38;38;0
;;;;;;;;
;;;;;;;;
10.8.2021;0001;;;012511;KANTA 3,75L BIJELA SRUÈKOM;720;720;0
;;;;;;;;
;;;;;;;;
10.8.2021;0001;;;014187;POKLOPAC 1L/1,2LPROZIRNI;9.200,00;9.200,00;0
;;;;;;;;
;;;;;;;;
10.8.2021;6107;;;017878;ALVERDE SCHACHT 20,80-Styrolux- KLARSICHTIGMONTIERT-Testerbereichabgesaegt;0;0;0
;;;;;;;;
;;;;;;;;
11.8.2021;0001;;;013485;"KOŠARA FRANCUZ ""O""CRVENA";360;360;0
;;;;;;;;
;;;;;;;;
11.8.2021;0001;;;013332;KANTA 1,2L BIJELA BEZRUÈKE;2.400,00;2.400,00;0
;;;;;;;;
;;;;;;;;
11.8.2021;0001;;;014893;KANTA 1L PROZIRNA SRUÈKOM;4.000,00;4.000,00;0
;;;;;;;;
;;;;;;;;
11.8.2021;0001;;;017159;"KOŠARA FRANCUZ ""O""CRVENA PL. SLAVONIJAPEK";114;114;0
;;;;;;;;
;;;;;;;;
11.8.2021;0001;;;016202;PUSHER 10 PP SCHWARZ,WT-PP-0024;15.000,00;15.000,00;0
;;;;;;;;
;;;;;;;;
11.8.2021;0001;;;009798;"KOŠARA500X420X400""R""CRVENA";36;36;0
;;;;;;;;
;;;;;;;;
11.8.2021;0213;;;014539;KANTA 6,5L OVALNABIJELA S RUÈKOM;3.600,00;3.600,00;0
;;;;;;;;
;;;;;;;;
11.8.2021;0213;;;014321;Kanta 18L-2 ovalna bijela sruèkom;10.560,00;10.560,00;0
;;;;;;;;
;;;;;;;;
11.8.2021;0213;;;011241;KANTA 12L OVALNA BIJELAS RUÈKOM;2.800,00;2.800,00;0
;;;;;;;;
;;;;;;;;
12.8.2021;3225;;;013328;POKLOPAC 1L/1,2L BIJELI;10.800,00;10.800,00;0
;;;;;;;;
12.8.2021;4663;21-602-000089;;014735;KANTA 18L-1 OVALNABIJELA S RUÈKOM - TISAKINTERDENT;1.500,00;0;0
;;;;;;;;
;;;;;;;;
12.8.2021;6107;21-600-001460;;017009;SCHACHT 19,20 MMGLASKLAR;1.050,00;1.050,00;0
;;;;;;;;
;;;;;;;;
12.8.2021;6107;21-600-001460;;017156;ALVERDE SCHACHT 19,2MM STYROLUX MONTIERT;1.050,00;1.050,00;0
;;;;;;;;
;;;;;;;;
12.8.2021;6107;21-016-000452;21.7.2021;017878;ALVERDE SCHACHT 20,80-Styrolux- KLARSICHTIGMONTIERT-Testerbereichabgesaegt;350;0;0
;;;;;;;;
;;;;;;;;
12.8.2021;6107;21-601-000160;;017151;SCHACHT 20,8 MMGLASKLAR MONTIERTPUSHER NATUR-Styrolux;319;319;0
;;;;;;;;
;;;;;;;;
12.8.2021;6107;21-601-000160;;016890;SCHACHT 20,8 MMGLASKLAR;319;319;0
;;;;;;;;
;;;;;;;;
13.8.2021;0001;;;009277;RUÈKA 7L BIJELA;2.500,00;2.500,00;0
;;;;;;;;
13.8.2021;0001;;;013332;KANTA 1,2L BIJELA BEZRUÈKE;2.400,00;2.400,00;0
;;;;;;;;
;;;;;;;;
138/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
13.8.2021;6107;21-600-001465;;016193;TIU SCHACHT 19,20 MMMONTIERT;1.400,00;1.400,00;0
;;;;;;;;
;;;;;;;;
13.8.2021;6107;21-600-001465;;017559;Schacht 19,2 mm schwarz -REGENERAT;1.400,00;1.400,00;0
;;;;;;;;
;;;;;;;;
16.8.2021;0001;;;014907;POKLOPAC 1L/1,2L OKSIDCRVENI;2.000,00;2.000,00;0
;;;;;;;;
;;;;;;;;
16.8.2021;0001;;;005178;KOŠARA FRANCUZ SIVA;12;12;0
;;;;;;;;
16.8.2021;0120;21-016-000467;29.7.2021;017441;"POKLOPAC 7L SIVI ""N"" MBPE 412/60";2.400,00;2.400,00;0
;;;;;;;;
;;;;;;;;
16.8.2021;0120;21-016-000467;29.7.2021;017491;KANTA 18L-1 OVALNA SIVAS RUÈKOM (MB 412/60);960;960;0
;;;;;;;;
;;;;;;;;
16.8.2021;0120;21-016-000467;29.7.2021;017490;POKLOPAC 18L-1 SIVI (MB412/60);960;960;0
;;;;;;;;
;;;;;;;;
16.8.2021;0120;21-016-000467;29.7.2021;017440;KANTA 7L SIVA S RUÈKOM(MB 412/60);1.200,00;1.200,00;0
;;;;;;;;
;;;;;;;;
16.8.2021;6107;21-600-001471;;016850;ETW 0293;2.200,00;2.200,00;0
;;;;;;;;
16.8.2021;6107;21-600-001475;;017592;Seitenwand (ETW0069,0072,0101);1;0;0
;;;;;;;;
;;;;;;;;
16.8.2021;6107;21-600-001471;;016894;PUSHER ETW 0293;2.200,00;0;0
;;;;;;;;
16.8.2021;6107;21-600-001475;;017586;Schuette ohne Zapfen(ETW 0069,0072,0101);1;0;0
;;;;;;;;
;;;;;;;;
16.8.2021;6107;21-600-001475;;017585;Schuette mit Zapfen (ETW0072, 0101);1;0;0
;;;;;;;;
;;;;;;;;
16.8.2021;6107;21-600-001475;;017588;ETW 0072;840;840;0
;;;;;;;;
16.8.2021;6107;;;015417;ETW 0311;0;0;0
;;;;;;;;
16.8.2021;6107;;;016111;TIU NAGELLACK M  29,5CRNI;5.300,00;5.300,00;0
;;;;;;;;
;;;;;;;;
17.8.2021;0001;;;014908;POKLOPAC 1L/1,2L  SIVI;1.000,00;1.000,00;0
;;;;;;;;
17.8.2021;0001;;;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;4.160,00;4.160,00;0
;;;;;;;;
;;;;;;;;
17.8.2021;0001;;;012978;KANTA 7L BIJELA SRUÈKOM;3.600,00;3.600,00;0
;;;;;;;;
;;;;;;;;
17.8.2021;0001;;;009277;RUÈKA 7L BIJELA;7.050,00;7.050,00;0
;;;;;;;;
17.8.2021;0001;;;014798;POKLOPAC 1L INFEKTIVNIOTPAD CRVENI S ÈEPOM;3.600,00;3.600,00;0
;;;;;;;;
;;;;;;;;
17.8.2021;2775;;;011963;CIM-POKLOPAC MOTORASS ZELENI LA220003;111;111;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;;;016364;SCHACHT 17,30 GLASKLAR;792;792;0
;;;;;;;;
17.8.2021;6107;21-600-001483;;017592;Seitenwand (ETW0069,0072,0101);2.016,00;0;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;21-600-001483;;017587;ETW 0069;2.016,00;2.016,00;0
;;;;;;;;
17.8.2021;6107;21-600-001491;;017318;SG-Schacht 17,3 montiert ,Testerbereich abgekuerztPusher 10;0;0;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;21-600-001491;;017147;SCHACHT 17,30 GLASKLAR;520;0;0
;;;;;;;;
17.8.2021;6107;21-600-001483;;017586;Schuette ohne Zapfen(ETW 0069,0072,0101);2.016,00;0;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;21-600-001487;;016362;PUSHER 10 PP NATUR;0;0;0
;;;;;;;;
17.8.2021;6107;21-600-001491;;016888;PUSHER 10 PP NATUR;520;0;0
;;;;;;;;
17.8.2021;6107;21-600-001487;;017702;ALVERDE SCHACHT 17,30AUS STYROLUX MONTIERT;864;864;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;21-600-001501;;017585;Schuette mit Zapfen (ETW0072, 0101);2.016,00;0;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;21-600-001501;;017586;Schuette ohne Zapfen(ETW 0069,0072,0101);1.008,00;0;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;21-600-001501;;017592;Seitenwand (ETW0069,0072,0101);1.008,00;0;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;21-600-001501;;017596;ETW 0101;1.008,00;1.008,00;0
;;;;;;;;
17.8.2021;6107;21-600-001485;;016192;TIU SCHACHT 17,30MMMONTIERT;1.393,00;1.393,00;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;21-600-001503;;016850;ETW 0293;2.255,00;2.255,00;0
;;;;;;;;
17.8.2021;6107;21-600-001485;;017486;Schacht 17,3 mm shwarzREGENERAT;1.393,00;1.393,00;0
;;;;;;;;
;;;;;;;;
17.8.2021;6107;21-600-001503;;016894;PUSHER ETW 0293;3.000,00;0;0
;;;;;;;;
17.8.2021;6340;21-016-000478;12.8.2021;017681;Miza RS4 Gorenjekpl-390500498;4.464,00;4.464,00;0
;;;;;;;;
;;;;;;;;
139/313;;;;;;;;
Strana;;;;;;;;
;;;;;;;;
;;;;;;;;
Rok izr.;Naruèitelj;Narudžba;Datum;Proizvod;Naziv;Naruèeno;Izraðeno;Ostatak
;;;;;;;;
;;;;;;;;
17.8.2021;6340;21-016-000478;12.8.2021;017841;Sani spodnji del RS4 ver.02-311500485;4.464,00;4.464,00;0
;;;;;;;;
;;;;;;;;
18.8.2021;0001;;;009886;"KOŠARA500X420X180""R""CRVENA";660;660;0
;;;;;;;;
;;;;;;;;
18.8.2021;0001;;;013458;"POKLOPAC 20L ""N"" BIJELI";3.360,00;3.360,00;0
;;;;;;;;
18.8.2021;0001;;;009798;"KOŠARA500X420X400""R""CRVENA";504;504;0
;;;;;;;;
;;;;;;;;
18.8.2021;1290;21-602-000084;;014247;KANTA 18L-1 OVALNABIJELA S RUÈKOM;3.200,00;0;0
;;;;;;;;
;;;;;;;;
